Section,Programme,English title,Episodes,Latest episode,Plays outside Portugal,Description (PT),Description (EN),Link
Nature & science,Zonas Húmidas Misteriosas,Mysterious Wetlands,1,19 jun. 2026,no,"Num mundo envolto em névoa e mistério, onde o tempo parece abrandar, as turfeiras revelam-se ecossistemas únicos e vitais para o equilíbrio do pla","In a world shrouded in mist and mystery, where time seems to slow down, peat bogs prove to be unique ecosystems, vital to the balance of the planet…",https://www.rtp.pt/play/p16633/e926321/zonas-humidas-misteriosas
Nature & science,O Paraíso no Limite: Os Efeitos das Mudanças Climáticas na Fauna Polar,Paradise on the Edge: The Effects of Climate Change on Polar Wildlife,1,18 jun. 2026,no,"No Ártico, as temperaturas estão a subir quatro vezes mais rápido do que nas regiões temperadas. Essa aceleração deve-se à perda de gelo marinh","In the Arctic, temperatures are rising four times faster than in temperate regions. This acceleration is due to the loss of sea ice…",https://www.rtp.pt/play/p16246/e936823/o-paraiso-no-limite-os-efeitos-das-mudancas-climaticas-na-fauna-polar
Nature & science,Elefantes - Os Arquitetos da Floresta Tropical,Elephants - The Architects of the Rainforest,1,17 jun. 2026,no,"No Gabão, os elefantes são considerados vizinhos. A maioria das pessoas, no entanto, vê-os como vizinhos difíceis, que ameaçam os seus meios de s","In Gabon, elephants are considered neighbours. Most people, however, see them as difficult neighbours who threaten their livelihoods…",https://www.rtp.pt/play/p16341/e936714/elefantes-os-arquitetos-da-floresta-tropical
Nature & science,Um Grupo de Chitas Nunca Visto,A Cheetah Group Like Never Before,1,14 jun. 2026,no,Fortes e Unidos - As mães separam-se quando Inara parte com cinco filhotes. Ela marcha e tenta caçar incansavelmente mas falha repetidas vezes. Acab,Strong and United - The mothers split up when Inara leaves with five cubs. She marches on and tries tirelessly to hunt but fails again and again. She ends up…,https://www.rtp.pt/play/p15187/e935984/um-grupo-de-chitas-nunca-visto
Nature & science,Gronelândia sob Pressão,Greenland Under Pressure,1,04 jun. 2026,no,"Com o degelo dos glaciares e o descongelamento do permafrost, animais e seres humanos enfrentam mudanças drásticas. Enquanto alguns beneficiam desta","With glaciers melting and permafrost thawing, animals and humans face drastic changes. While some benefit from this…",https://www.rtp.pt/play/p16817/e933899/gronelandia-sob-pressao
Nature & science,Inteligência Portuguesa,Portuguese Intelligence,5,11 mai. 2026,yes,Banca Mais Ética e Transparente - A Goparity democratiza o investimento sustentável com crowdlending acessível a partir de 10 euros. Transparência,More Ethical and Transparent Banking - Goparity democratises sustainable investment with crowdlending accessible from 10 euros. Transparency…,https://www.rtp.pt/play/p16575/e928153/inteligencia-portuguesa
Nature & science,As Ilhas de Nicobar - A Ressurreição de um Arquipélago,The Nicobar Islands - The Resurrection of an Archipelago,1,09 mai. 2026,no,As Ilhas Nicobar foram profundamente afetadas pelo devastador tsunami de 2004. Este documentário oferece uma visão da capacidade de adaptação da n,The Nicobar Islands were deeply affected by the devastating 2004 tsunami. This documentary offers a view of nature's capacity to adapt…,https://www.rtp.pt/play/p16663/e927857/as-ilhas-de-nicobar-a-ressurreicao-de-um-arquipelago
Nature & science,Um Planeta Inquieto,A Restless Planet,4,11 abr. 2026,no,"A Grande Colisão - Este episódio aborda a formação do istmo do Panamá entre a América do Sul e a América do Norte, um evento geológico profund","The Great Collision - This episode looks at the formation of the Isthmus of Panama between South America and North America, a profound geological event…",https://www.rtp.pt/play/p16441/e921567/um-planeta-inquieto
Nature & science,Natureza: Um Apelo à Reconciliação,Nature: A Call for Reconciliation,4,19 mar. 2026,no,"Combinando poesia, ciência e emoção, o documentário traça em 2 episódios a história da vida, desde as origens cósmicas até à evolução no n","Combining poetry, science and emotion, the documentary traces, over 2 episodes, the history of life, from its cosmic origins to evolution in…",https://www.rtp.pt/play/p15813/e916307/natureza-um-apelo-a-reconciliacao
Nature & science,Tubarões: Máquinas Assassinas,Sharks: Killing Machines,3,08 fev. 2026,no,"Com a ajuda de caçadores de tubarões locais e especialistas em localização desta espécie, acompanhe esta jornada de três dias que persegue algun","With the help of local shark hunters and experts in tracking this species, follow this three-day journey in pursuit of some…",https://www.rtp.pt/play/p15616/e907597/shark
Nature & science,O Mar do Nosso Futuro,The Sea of Our Future,1,17 nov. 2025,no,"Portugal, um país moldado pelo oceano, enfrenta agora o desafio de equilibrar o crescimento económico e a conservação marinha. O documentário 'O ","Portugal, a country shaped by the ocean, now faces the challenge of balancing economic growth and marine conservation. The documentary 'The…",https://www.rtp.pt/play/p14672/e889828/o-mar-do-nosso-futuro
Nature & science,Era Bonito Vê-la Pensar,It Was Beautiful to Watch Her Think,1,30 out. 2025,no,"O percurso de Paula Coutinho (1941-2022), médica neurologista, professora e investigadora, pioneira da Neurogenética em Portugal, reconhecida intern","The life and career of Paula Coutinho (1941-2022), a neurologist, lecturer and researcher, pioneer of neurogenetics in Portugal, internationally recognised…",https://www.rtp.pt/play/p13057/e885822/era-bonito-ve-la-pensar
Nature & science,Contagem Decrescente para Caçar,Countdown to the Hunt,5,11 out. 2025,no,"De leopardos e lobos a tubarões e cobras, testemunhe o poder brutal e a tenacidade dos predadores mais extraordinários da natureza numa jornada pela","From leopards and wolves to sharks and snakes, witness the brutal power and tenacity of nature's most extraordinary predators on a journey through…",https://www.rtp.pt/play/p15558/e881348/predator-countdown
Nature & science,O Meu Diário das Lontras,My Otter Diary,1,18 set. 2025,no,"Sugandhi Gadadhar, cineasta de vida selvagem e exploradora da National Geographic, revela a vida lúdica e resiliente das lontras-indianas num dos cur","Sugandhi Gadadhar, a wildlife filmmaker and National Geographic explorer, reveals the playful and resilient life of Indian otters in one of the…",https://www.rtp.pt/play/p15547/e876173/o-meu-diario-das-lontras
Nature & science,Furnas - O Vulcão da água,Furnas - The Water Volcano,2,02 set. 2025,yes,Foi a água que atraiu o Homem para o Vulcão das Furnas e que o fez instalar-se no seu interior. Este documentário faz-nos perceber a atração que ,It was water that drew people to the Furnas Volcano and led them to settle inside it. This documentary helps us understand the attraction that…,https://www.rtp.pt/play/p13091/e873162/furnas-o-vulcao-da-agua
Nature & science,Para Além do Cérebro,Beyond the Brain,12+,01 set. 2025,yes,"As descobertas mais intrigantes e desafiadoras da mente humana, da Psicologia à Parapsicologia…","The most intriguing and challenging discoveries about the human mind, from Psychology to Parapsychology…",https://www.rtp.pt/play/p14962/e885084/para-alem-do-cerebro
Nature & science,Parques Naturais dos Açores - 10 Anos,Natural Parks of the Azores - 10 Years,1,04 jul. 2025,yes,"Em 2018 a Região Autónoma dos Açores iniciou a instalação de 9 parques naturais, de forma a assegurar uma gestão integrada, coerente e sustentá","In 2018 the Autonomous Region of the Azores began setting up 9 natural parks, in order to ensure integrated, coherent and sustainable management…",https://www.rtp.pt/play/p15176/e861911/parques-naturais-dos-acores-10-anos
Nature & science,"Lisboa, Outras Formas de Vida","Lisbon, Other Forms of Life",1,22 mar. 2025,no,"Com milénios de ocupação humana, Lisboa foi crescendo para responder às necessidades da população. A cidade pode parecer um refúgio improvável","With millennia of human occupation, Lisbon has grown to meet the needs of its population. The city may seem an unlikely refuge…",https://www.rtp.pt/play/p14706/e838179/lisboa-outras-formas-de-vida
Nature & science,"Portugal, uma História Natural","Portugal, a Natural History",8,18 jan. 2025,no,Uma grande viagem pelo coração selvagem de Portugal…,A great journey through the wild heart of Portugal…,https://www.rtp.pt/play/p14054/e823561/portugal-uma-historia-natural
Nature & science,A Revolução da Energia Limpa,The Clean Energy Revolution,2,02 dez. 2024,yes,Poderemos viver sem combustíveis fósseis? Portugal acredita que sim: o sol e o vento já superam os investimentos nacionais em gás e carvão e há ,"Can we live without fossil fuels? Portugal believes so: sun and wind already outstrip national investment in gas and coal, and there is…",https://www.rtp.pt/play/p14153/e812969/a-revolucao-da-energia-limpa
Nature & science,Fauna Ibérica,Iberian Wildlife,6,02 nov. 2024,no,Espécies que coexistem na mesma área frequentemente competem por recursos e muitas vezes são o alimento de outras. Mas há casos em que elas colabo,Species that coexist in the same area often compete for resources and are frequently food for others. But there are cases where they cooperate…,https://www.rtp.pt/play/p13860/e805908/fauna-iberica
Nature & science,Gorongosa - Regresso ao Paraíso Selvagem,Gorongosa - Return to a Wild Paradise,1,22 set. 2024,yes,"É o maior programa de recuperação da vida selvagem em todo o continente Africano. O Parque Nacional da Gorongosa, em Moçambique ganha vida nova. R","It is the largest wildlife recovery programme on the entire African continent. Gorongosa National Park, in Mozambique, is getting a new lease of life…",https://www.rtp.pt/play/p13725/e796182/gorongosa-regresso-ao-paraiso-selvagem
Nature & science,A Península,The Peninsula,5,03 ago. 2024,no,"Das Montanhas à Costa - Devido às barreiras geográficas que separam a Península Ibérica do resto do mundo, a vida evoluiu de uma forma muito cara","From the Mountains to the Coast - Because of the geographical barriers that separate the Iberian Peninsula from the rest of the world, life has evolved in a very distinctive way…",https://www.rtp.pt/play/p13620/e787091/a-peninsula-as-montanhas
Nature & science,Segredos Médicos de Lisboa,Medical Secrets of Lisbon,11,06 jul. 2024,yes,Uma viagem para conhecermos o património e curiosidades da cidade de Lisboa relacionados com a história da Medicina…,A journey to discover the heritage and curiosities of the city of Lisbon connected with the history of Medicine…,https://www.rtp.pt/play/p13322/e781265/segredos-medicos-de-lisboa
Nature & science,O Mundo dos Pica-Paus,The World of Woodpeckers,1,16 dez. 2023,no,"Os pica-paus são os maiores construtores do mundo dos pássaros. Com descobertas surpreendentes, este documentário revela os meandros do mercado imo","Woodpeckers are the greatest builders in the bird world. With surprising discoveries, this documentary reveals the ins and outs of the property market…",https://www.rtp.pt/play/p12536/e735488/knock-knock-a-woodpeckers-world
Nature & science,Cegonha Branca - Entre a Igreja e o Penhasco,White Stork - Between the Church and the Cliff,1,20 nov. 2023,yes,Este documentário dá a conhecer o ciclo de vida de uma das mais emblemáticas aves portuguesas: a cegonha-branca. Com destaque especial a uma rarida,This documentary introduces the life cycle of one of Portugal's most iconic birds: the white stork. With special focus on a rarity…,https://www.rtp.pt/play/p12446/e789078/cegonha-branca-entre-a-igreja-e-o-penhasco
Nature & science,Guerreiras pela Natureza,Warriors for Nature,6,02 out. 2023,yes,O regresso do Lince-ibérico à Natureza só foi possível graças ao trabalho de Joana Pechem e dos seus colegas no Centro de Reprodução no Algarve,The return of the Iberian lynx to the wild was only possible thanks to the work of Joana Pechem and her colleagues at the Breeding Centre in the Algarve…,https://www.rtp.pt/play/p12227/e719055/guerreiras-pela-natureza
Nature & science,Madeira Profunda,Deep Madeira,12+,27 set. 2023,yes,Conhecer uma outra realidade deste arquipélago…,Getting to know another side of this archipelago…,https://www.rtp.pt/play/p11948/e878038/madeira-profunda
Nature & science,Vírus - Parasitas Obrigatórios,Viruses - Obligate Parasites,3,24 jan. 2023,yes,Como Tudo Começou - As pandemias acontecem por causa da relação que o ser humano tem com a natureza. Os desequilíbrios que estamos a causar levam-,How It All Began - Pandemics happen because of the relationship human beings have with nature. The imbalances we are causing lead…,https://www.rtp.pt/play/p9768/e667834/virus
Nature & science,A Ilha dos Gigantes,The Island of Giants,1,03 set. 2022,yes,"O cameraman subaquático, Nuno Sá, e o investigador cientifico, Jorge Fontes, juntam esforços para tentar desvendar um segredo que esconde a pequena",Underwater cameraman Nuno Sá and scientific researcher Jorge Fontes join forces to try to uncover a secret hidden by the small…,https://www.rtp.pt/play/p10414/e638493/a-ilha-dos-gigantes
Nature & science,Ecomare - Investigação e Salvamento de Espécies Marinhas,Ecomare - Research and Rescue of Marine Species,1,18 jul. 2022,yes,"Inaugurado por Marcelo Rebelo de Sousa, em 2017, o Ecomare é um Laboratório para a Inovação e Sustentabilidade dos Recursos Biológicos Marinhos d","Inaugurated by Marcelo Rebelo de Sousa in 2017, Ecomare is a Laboratory for Innovation and Sustainability of Marine Biological Resources…",https://www.rtp.pt/play/p10504/e630184/ecomare-investigacao-e-salvamento-de-especies-marinhas
